case_id	suite	operation	legality	family	current_expectation	current_parser_state	current_parser_errno	stage1_requirement	stage2_requirement	packet_sha256
frame.pv0.data.13.qos_cf_ack.ds2.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	79d65145d3b02f418c97c40bdf0d0fd218a51f22b62306852f141334a3fa9d12
frame.pv0.data.13.qos_cf_ack.ds2.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	7b74238c176bd29c6b26c82300a8b836fa2a067761efa1ed55bbe1d375817171
frame.pv0.data.13.qos_cf_ack.ds3.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	b83a33b98e3257b24bd8cb4f601cabb71a71104541f286217fd2781d66565600
frame.pv0.data.13.qos_cf_ack.ds3.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	ce46cf183860ab7f9197adea526fae3d9daae882a8115ed73fc035c7418cda75
frame.pv0.data.14.qos_cf_poll.ds0.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a61cab7034e4509b1fa1fc52d1545fcac844ce9b87bd16488ec786f4581768e4
frame.pv0.data.14.qos_cf_poll.ds0.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	463f23896682a1ade4386fe222b15ac3c547358c6e3dc97e47efe7aff0b25adf
frame.pv0.data.14.qos_cf_poll.ds1.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4acece2e326dfa36b77caf295085654571ef22114f590eb98b20c0e3204db8c7
frame.pv0.data.14.qos_cf_poll.ds1.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	ec1484aa52a1810ae76464097e8b02de39d576a48f76935d604fab542df4d5a4
frame.pv0.data.14.qos_cf_poll.ds2.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	be8030cf8f52f34d4381aa78e7ae1fab6d88173447448f4d2e7f3ef7b7e51702
frame.pv0.data.14.qos_cf_poll.ds2.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	cbf6c3ba678c4348c2ced308732000d5854e2f082fe7399f32e7019c34bd556a
frame.pv0.data.14.qos_cf_poll.ds3.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	04fbbda9028823ad44643dd40b3a90ee8690fe48b6fd7cfa9d4e0f0102d5cf5c
frame.pv0.data.14.qos_cf_poll.ds3.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	790c95330b83ae7c19f43382e5c7cf85d73038f087b68644f5d99b9280fa98b9
frame.pv0.data.15.qos_cf_ack_cf_poll.ds0.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4725fb6dd83673564e44930c9677907f1eb3c1774421785d4916007a54555edb
frame.pv0.data.15.qos_cf_ack_cf_poll.ds0.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	95c6a2f95acaa451f0dec025c2e08696e4733008609ad0b627d70977c46d9d52
frame.pv0.data.15.qos_cf_ack_cf_poll.ds1.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	70c00e88ac604a3c7f51a0353de351d00b70e2d43ecb36d3138d566552fb847e
frame.pv0.data.15.qos_cf_ack_cf_poll.ds1.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	2bfe0d3d44313cf98d7e45d1944b3d122e81be3ee818e5ae0216b2fc0fbd77d6
frame.pv0.data.15.qos_cf_ack_cf_poll.ds2.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	2fd0446a6c5b3269af831297875e5ff682c72e188c974209b858cea2190972f4
frame.pv0.data.15.qos_cf_ack_cf_poll.ds2.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6293a216803439b1c0082a39c85150e8938db345a5f387764e1cf37ab10ddf99
frame.pv0.data.15.qos_cf_ack_cf_poll.ds3.base	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	592bf8d9756db9fdfbea32911cb783c33d09f1b752addd8c419d8e212966c445
frame.pv0.data.15.qos_cf_ack_cf_poll.ds3.ht_control	frame	send_after_continuity_fix	assigned	pv0_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	d28069efc5a98e4fab8ebd237b04ea724141b3b6db84403f963eb7a31eb3ac12
frame.pv0.data.00.ds0.ht0.minimum_minus_one	frame	parse_only	malformed	pv0_data_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	d3a574418c421cc90c64ecdd915c6030709e2811b98d758db289556e391fad7d
frame.pv0.data.00.ds3.ht0.minimum_minus_one	frame	parse_only	malformed	pv0_data_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	2326906b2a1febdd52924961ecc386aeab25775833e7363cc8963a62814d8359
frame.pv0.data.08.ds0.ht0.minimum_minus_one	frame	parse_only	malformed	pv0_data_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	5ae1a3f00929f98a71baa96f5b01a17f6f11302674925a56932bf204cbff95a2
frame.pv0.data.08.ds3.ht1.minimum_minus_one	frame	parse_only	malformed	pv0_data_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	reject_without_submit	181956f499859889e5dd1217025c492cb9267546410e20fbf35360d62835c8e1
frame.pv0.data.08.qos_data.mesh_ae0	frame	send_after_continuity_fix	assigned	pv0_mesh_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	665f0ee5ddfcb18199db4e22eb70de9c11aefce3c67717094560d53d990aca8a
frame.pv0.data.08.qos_data.mesh_ae1	frame	send_after_continuity_fix	assigned	pv0_mesh_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6c11071a04012832e8aa4e80c6565233bcab9579cca79ec8f009cd1cd59735f6
frame.pv0.data.08.qos_data.mesh_ae2	frame	send_after_continuity_fix	assigned	pv0_mesh_data	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	78b98736ec1f6da0db224d90d99e69f790295371f4d05bb043739758a9c9b281
frame.pv0.data.00.data.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	65bfae3f44ce7d15ee64047b499ab5a1e3b5853b79441efd4327b43a94eb1dbd
frame.pv0.data.00.data.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	95594ed2dfe60634626d331a82cace8c5e40af1bb75d378613c827f76b660287
frame.pv0.data.00.data.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6b9fb674169a0fc513af3329ee3b7eeb27d0540e6dd741edbc9a4141f5ad939b
frame.pv0.data.00.data.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9c1ba874e80a76c0670c95a9a892193d5914b47a2377fb6b5cb0acf8d6e584d5
frame.pv0.data.01.data_cf_ack.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	10796fb31d6dc9a443487bd44bc40c7dda0679bae2b1d2303d404b257b86511a
frame.pv0.data.01.data_cf_ack.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	b6eb6c4fa50910bd9c6490f821ca0d375aa787373f58885964c0f3b6006bed15
frame.pv0.data.01.data_cf_ack.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	fa2d01fce8998a95e189cfc7878586149c69edcd3cfa9db964abb725e9b88985
frame.pv0.data.01.data_cf_ack.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	bd499e55c64d5a8139b356d025341c42b4f1d82836865952d10cddb0be7243d6
frame.pv0.data.02.data_cf_poll.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	d491861609f1e5a9064bae1fd8b397ada3f77788c92845f6a7306285b432f19a
frame.pv0.data.02.data_cf_poll.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9e17284c14365f6d7450d0e6299734add382d680a2b5e735d7f8ae253e0c38b9
frame.pv0.data.02.data_cf_poll.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	97df33511a3daa37d37e51f318c731ce290581b4c67f51e9bb382367047a7384
frame.pv0.data.02.data_cf_poll.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	c9fac8dd0cb65212ab4aafff06f98d55d0a5a98ad7368e9d8cd094d558c26cfd
frame.pv0.data.03.data_cf_ack_cf_poll.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	b6bc667872db72b13be3ba8b1b4a9a1cc65c3a6284d048c5aab675bbeb0572c1
frame.pv0.data.03.data_cf_ack_cf_poll.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	19ef4b661c133415ae32091c25d70a772079d3052f3b27aee8e13789d3ce8e3f
frame.pv0.data.03.data_cf_ack_cf_poll.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	066608f0595a9012934c339196fa002e59537997de8e3d656ab913ca0173e425
frame.pv0.data.03.data_cf_ack_cf_poll.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6168b09ad61e971e9561422042aede73bfb0b4f7b1f8d438f6b118394c2c2b72
frame.pv0.data.08.qos_data.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	75308343309f934fb5b09e8825744e0f0b4437431bfd4660a7836336aa4a1943
frame.pv0.data.08.qos_data.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	9234bff63b184a3319508d00eade39194ad9639dee1dcd1fe37225f2c6436978
frame.pv0.data.08.qos_data.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	888334f36204b9d4580addfb0c22527d0a52fe04948ead7752a728e8bb6484f1
frame.pv0.data.08.qos_data.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	ecbd6dca6b57fe9551a5e00a39580e8a079d59446ebb1ae08f916748d053e3e3
frame.pv0.data.09.qos_data_cf_ack.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	911ab96dea9f65bc1cf97fb41f6681c463548b1902a1b573e6ff1f70b1340678
frame.pv0.data.09.qos_data_cf_ack.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	e752bb4ebe6c45f592e986a998d226f313f9d61dcd1b25f1e2399cd60a798934
frame.pv0.data.09.qos_data_cf_ack.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a4eb9b892ba71f735899bfc218d64d2971ca13442e3cdb4726c070aa191fa9e6
frame.pv0.data.09.qos_data_cf_ack.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	75a08a2dbddd125fa86613c30ac5b3f4b17b731ddafe30bafa3e6accec14620f
frame.pv0.data.10.qos_data_cf_poll.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	27f21337373b41930dd85a77f672c622287727396ba8f725e55a84e1bf8426ee
frame.pv0.data.10.qos_data_cf_poll.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	faaad2bdb000e79c76573c29fd31f2b07d18d8f301a8b9da904082dcec555d66
frame.pv0.data.10.qos_data_cf_poll.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	89d2f16764419cc95b9c0cf4ac1952a52ffed0444bf9b5d4ae9c75c0b2f6edfb
frame.pv0.data.10.qos_data_cf_poll.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	372e147f5da45c6bfd33e23f686f3dde2c4f574f1606db27e8a1adeafc50b621
frame.pv0.data.11.qos_data_cf_ack_cf_poll.payload.empty	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6c1490e802e155273f44b59db89d6847fef5b52af90599810fa74029640b67e7
frame.pv0.data.11.qos_data_cf_ack_cf_poll.payload.one	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	29fdc21d78b1b98820a34b7c512d9b3f40f13d12f35eef7c60a6dc0797a2b9b6
frame.pv0.data.11.qos_data_cf_ack_cf_poll.payload.llc_snap	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4e69f5f31d9996061881cf47cac8f7809a669aa27c4bdfd2c897b308cdaa941c
frame.pv0.data.11.qos_data_cf_ack_cf_poll.payload.max	frame	send_after_continuity_fix	assigned	pv0_data_payload_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	18e0b4292938ef79949cb7eca66e5d8f04694064ba38492c57edba1ca76a9364
frame.pv0.data.00.data.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	6543d8e09a028f3a05a397e9da93a3f0a8492ece00212499c36ccbf2faf3ed54
frame.pv0.data.00.data.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	0ad2defad4f0a4ce80670972bc849ba4f616e62fe3092fa216fa3c6682a484ed
frame.pv0.data.01.data_cf_ack.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	d7253163f82efc718c2852596abc5da1fd099471783f39660e85b0e6fe07beb2
frame.pv0.data.01.data_cf_ack.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	56308241b7b06e028a31cd11bb1bd024548a312180f5cedacc9e52632d441267
frame.pv0.data.02.data_cf_poll.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	872986228620323eebf61405b105d565b5460149c4b17c9d7e8dd4fa9eabac05
frame.pv0.data.02.data_cf_poll.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	a67e3dcb6cf75e6ba3ff7cc51fb12274f3930f030fa174218e390e135cfe2280
frame.pv0.data.03.data_cf_ack_cf_poll.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	b953b694523ec9d2d2ebef95c846992bb2e837a88d84bb0ccc2ad1c5c159f69c
frame.pv0.data.03.data_cf_ack_cf_poll.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	641349ae8db6e4f5252166736d8e864f2d316fc5fe4d28ec8adaf2b5f366c348
frame.pv0.data.08.qos_data.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	046116773b07eaca82839a77b252d0c83058232a4bcc2227254755dfcf1ca72c
frame.pv0.data.08.qos_data.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	072cea16a8802a9744ea76c722a5ba692a225db335d7e95d147db965e7d661b4
frame.pv0.data.09.qos_data_cf_ack.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	79b7f1bc6f52bc2c982ba3eb9659898139000ce8ede8bb995c6e623d349e4c57
frame.pv0.data.09.qos_data_cf_ack.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	fd66f9f0ee44a3418029fe1cefc376980fb0329462a1778c2f854c18a4964e4f
frame.pv0.data.10.qos_data_cf_poll.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	ca00ea9757a1f8ee6f245dcfe630e3300ab7bb00124d52690e765121ecb02db2
frame.pv0.data.10.qos_data_cf_poll.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	4030a96ae72684e16ce09914f1530e73e954a9484e2c7dfd09477b79d3ecbc84
frame.pv0.data.11.qos_data_cf_ack_cf_poll.amsdu_0	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	be102cacba73c77cafc9c15d7c201e65b48d761155a17044dc107c0dddeba371
frame.pv0.data.11.qos_data_cf_ack_cf_poll.amsdu_1	frame	send_after_continuity_fix	assigned	pv0_data_amsdu	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	3296963412ecfab3947b86b4bec0af7f22799ae3debc2c18f70e296e80b091ac
frame.pv0.data.08.qos_data.amsdu_boundary.multi_subframes_padded	frame	send_after_continuity_fix	assigned	pv0_data_amsdu_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	23ed5dd16448c5c4840f55b69fd083d4b292971949cfca308017f2916f0883a4
frame.pv0.data.08.qos_data.amsdu_boundary.subframe_truncated	frame	parse_only	assigned	pv0_data_amsdu_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	ota_or_precise_firmware_unsupported	f93cc610d8271b7c2e360692b32d5f781390f76e461578eb3a172dc74bc9818d
frame.pv0.data.08.qos_data.amsdu_boundary.tail_not_padding	frame	parse_only	assigned	pv0_data_amsdu_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	ota_or_precise_firmware_unsupported	0ad14c5ff39e4ec1e86cb71d6013cebba04ec8a043b6e4e9a8ca5d610e184345
frame.pv0.data.08.qos_data.amsdu_boundary.ht_control_order	frame	send_after_continuity_fix	assigned	pv0_data_amsdu_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	d95535b87567fda2dac32f47ff90cdbf65de42c12fb251d7634b267a4b06fd19
frame.pv0.data.00.data.protected_boundary.min_iv	frame	send_after_continuity_fix	assigned	pv0_data_protected_boundary	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	c962675b4a0ff5a7c4730c5e8cb85fa595498066ecd59fb432fa054b7e863688
frame.pv0.data.00.data.protected_boundary.short_iv	frame	parse_only	assigned	pv0_data_protected_boundary	parse_reject_einval	rejected	-22	precise_parser_reject_without_submit	ota_or_precise_firmware_unsupported	328c17f35d8fb27eec047037d169d902b7759307ce5bdb5624a2383ef43ac5c5
frame.pv0.data.00.fragment.00	frame	send_after_continuity_fix	assigned	pv0_data_fragment	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	b51f7777d4b636d79c8506e20753f23f8bbd6e3a232a626c3ba6df29624547f6
frame.pv0.data.00.fragment.01	frame	send_after_continuity_fix	assigned	pv0_data_fragment	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	405024c8982660e5410218f2e25b9ed7cbda9f0c6bcc22cac0e052063ce39218
frame.pv0.data.00.fragment.15	frame	send_after_continuity_fix	assigned	pv0_data_fragment	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	ota_or_precise_firmware_unsupported	fc2ca4a6f4ef24a014837cd79c93d373fff29a599d90d30bde098855426b9b66
frame.pv0.data.00.crypto.wep40.pn_zero	frame	send_after_continuity_fix	structurally_valid_crypto_fixture	pv0_raw_encrypted	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	preserve_or_precise_crypto_unsupported	a1e4f1202103e515914cee9acd4a43f0bfaeabd870926a47d978b05f3781858c
frame.pv0.data.00.crypto.wep40.pn_one	frame	send_after_continuity_fix	structurally_valid_crypto_fixture	pv0_raw_encrypted	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	preserve_or_precise_crypto_unsupported	bcac56e40742373e824c414ae38215235843fc9c4660da6f0c78991b751078bd
frame.pv0.data.00.crypto.wep40.pn_max48	frame	send_after_continuity_fix	structurally_valid_crypto_fixture	pv0_raw_encrypted	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	preserve_or_precise_crypto_unsupported	e77c5d4dc6a6c0943b13ca9a7a8c89fc45df0ba4c7cfbecc3d2a3a7f65aba094
frame.pv0.data.00.crypto.tkip.pn_zero	frame	send_after_continuity_fix	structurally_valid_crypto_fixture	pv0_raw_encrypted	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	preserve_or_precise_crypto_unsupported	01e10fe73d74c7713d804b0e35e9adc63d88f373d1965fa8938c58fb74547435
frame.pv0.data.00.crypto.tkip.pn_one	frame	send_after_continuity_fix	structurally_valid_crypto_fixture	pv0_raw_encrypted	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	preserve_or_precise_crypto_unsupported	f68c65c39b398a31b373d72b82eeb013832dbe0f0df90212ba48b5602b23b03d
frame.pv0.data.00.crypto.tkip.pn_max48	frame	send_after_continuity_fix	structurally_valid_crypto_fixture	pv0_raw_encrypted	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	preserve_or_precise_crypto_unsupported	bad211a310b322310edc0172ff564b69bc2ede4cda04ee704819215e870144e2
frame.pv0.data.00.crypto.ccmp128.pn_zero	frame	send_after_continuity_fix	structurally_valid_crypto_fixture	pv0_raw_encrypted	parser_accept_backend_candidate	accepted	0	terminal_completion_or_precise_backend_reject	preserve_or_precise_crypto_unsupported	8f97fc565eda25ea73c79f8715efedb7862aca032ad0c50e6cac0aa43eadcd9b
